edat	eciv	nens	tprof	antreb	prod_A	prod_B	prod_C	prod_D	prod_E	nprod	data_B	interes	total	tsense	targeta	sexe	habitat	codi	bons
0.21	1	1	2	0.05	2	2	1	1	1	1	0.06	2	0.5	0.64	2	2	1	3	2
0.26	2	1	2	0.26	2	2	1	1	1	1	0.32	1	0.32	0.45	2	1	2	2	1
0.19	2	1	2	0	2	2	1	1	1	1	0.17	1	0.1	0.18	1	2	3	1	1
0.21	1	1	2	0.05	2	2	1	1	1	1	0.06	2	0.5	0.64	2	2	1	3	2
0.26	2	1	2	0.26	2	2	1	1	1	1	0.32	1	0.32	0.45	2	2	3	2	1
0.47	1	2	2	0.56	2	2	2	2	1	2	0.16	3	0.04	0.09	1	2	3	1	1
0.21	1	1	2	0.05	2	2	1	1	1	1	0.06	2	0.5	0.64	2	2	3	3	2
0.13	1	1	2	0.14	2	2	1	2	1	2	0.28	2	0.69	1	1	2	1	2	1
0.19	1	1	1	0.12	2	2	1	1	1	1	0.17	1	0.13	0.27	1	2	2	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	2	2	3	2
0.13	1	1	2	0.14	2	2	1	2	1	2	0.28	2	0.69	1	1	2	3	2	1
0.16	2	1	2	0	2	2	1	1	1	1	0.16	1	0.13	0.27	1	2	1	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	2	1	3	2
0.13	1	1	2	0.14	2	2	1	2	1	2	0.28	2	0.69	1	1	2	1	2	1
0.13	1	2	1	0.02	2	2	1	1	1	1	0.09	1	0.13	0.27	1	2	3	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	1	1	3	2
0.47	1	2	1	0.47	2	2	1	1	1	1	0.29	2	0.44	0.64	1	2	2	2	1
0.45	1	1	1	0	2	2	1	1	1	1	0.34	3	0.32	0.64	1	1	2	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	2	1	3	2
0.47	1	2	1	0.47	2	2	1	1	1	1	0.29	2	0.44	0.64	1	2	2	2	1
0.39	1	2	1	0.33	2	2	1	1	2	2	0.5	1	0.32	0.64	1	1	3	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	1	3	3	2
0.47	1	2	1	0.47	2	2	1	1	1	1	0.29	2	0.44	0.64	1	2	1	2	1
0.71	1	1	2	0	1	2	1	1	1	1	0.15	2	0.13	0.27	1	1	1	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	1	1	3	2
0.13	1	2	1	0.12	2	2	1	1	2	2	0.83	3	0.16	0.27	1	1	2	2	1
0.55	1	2	2	0.02	2	2	1	2	1	2	0.32	1	0.13	0.27	1	2	1	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	1	1	3	2
0.13	1	2	1	0.12	2	2	1	1	2	2	0.83	3	0.16	0.27	1	2	3	2	1
0.08	2	1	2	0.02	2	2	1	1	1	1	0.11	1	0.13	0.27	1	1	2	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	2	3	3	2
0.13	1	2	1	0.12	2	2	1	1	2	2	0.83	3	0.16	0.27	1	2	3	2	1
0.13	1	1	2	0.02	2	2	1	1	2	2	0.18	1	0.09	0.18	1	2	1	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	1	2	3	2
0.15	1	2	2	0.05	2	1	1	1	1	1	0	1	0.48	0.82	2	2	1	2	1
0.08	2	1	2	0	2	2	1	2	1	2	0.16	1	0.13	0.27	1	1	4	1	1
0.34	1	2	2	0.09	2	2	2	1	1	2	0.07	3	0.25	0.27	1	2	2	3	2
0.15	1	2	2	0.05	2	1	1	1	1	1	0	1	0.48	0.82	2	2	1	2	1
0.31	1	2	2	0	2	2	1	2	1	2	0.17	2	0.13	0.27	1	2	1	1	1
0.1	2	1	1	0.02	2	2	1	1	1	1	0.09	1	0.29	0.45	2	2	2	3	2
0.15	1	2	2	0.05	2	1	1	1	1	1	0	1	0.48	0.82	2	1	2	2	1
0.1	1	1	2	0.02	2	2	1	1	1	1	0.06	1	0.2	0.45	1	2	2	1	1
0.1	2	1	1	0.02	2	2	1	1	1	1	0.09	1	0.29	0.45	2	2	2	3	2
0.11	2	1	1	0.09	2	2	1	1	1	1	0.32	2	0.25	0.45	2	2	2	2	1
0.31	2	1	2	0.05	2	2	1	2	2	2	0.17	1	0.19	0.45	1	2	2	1	1
0.1	2	1	1	0.02	2	2	1	1	1	1	0.09	1	0.29	0.45	2	1	2	3	2
0.11	2	1	1	0.09	2	2	1	1	1	1	0.32	2	0.25	0.45	2	2	1	2	1
0.87	1	1	3	0	2	2	1	2	1	2	0.21	3	0.02	0.09	1	1	1	1	1
0.1	2	1	1	0.02	2	2	1	1	1	1	0.09	1	0.29	0.45	2	1	3	3	2
0.11	2	1	1	0.09	2	2	1	1	1	1	0.32	2	0.25	0.45	2	2	4	2	1
0.1	1	1	2	0.02	2	2	1	2	1	2	0.06	1	0.19	0.45	2	1	3	1	1
0.1	2	1	1	0.02	2	2	1	1	1	1	0.09	1	0.29	0.45	2	2	3	3	2
0.84	1	1	3	0	2	2	1	1	2	2	0.16	2	0.1	0.09	1	1	2	2	1
0.08	2	1	2	0.02	2	2	1	1	1	1	0.14	1	0.19	0.45	2	2	3	1	1
0.18	1	2	2	0.05	2	2	1	1	1	1	0.16	1	0.38	0.64	2	2	2	3	2
0.84	1	1	3	0	2	2	1	1	2	2	0.16	2	0.1	0.09	1	1	2	2	1
0.53	1	1	1	0.7	2	2	1	2	2	2	0.29	2	0.2	0.45	1	1	2	1	1
0.18	1	2	2	0.05	2	2	1	1	1	1	0.16	1	0.38	0.64	2	1	2	3	2
0.84	1	1	3	0	2	2	1	1	2	2	0.16	2	0.1	0.09	1	1	2	2	1
0.42	1	2	2	0.05	2	1	1	1	1	1	0	1	0.04	0.09	1	1	1	1	1
0.18	1	2	2	0.05	2	2	1	1	1	1	0.16	1	0.38	0.64	2	2	1	3	2
0.37	1	1	1	0.09	2	1	1	1	1	1	0	2	0.5	0.82	2	2	3	2	1
0.44	1	2	2	0.42	2	2	1	1	1	1	0.19	3	0.1	0.27	1	2	2	1	1
0.18	1	2	2	0.05	2	2	1	1	1	1	0.16	1	0.38	0.64	2	2	2	3	2
0.37	1	1	1	0.09	2	1	1	1	1	1	0	2	0.5	0.82	2	1	1	2	1
0.35	1	2	2	0.4	2	2	1	1	1	1	0.21	1	0.29	0.64	1	2	2	1	1
0.18	1	2	2	0.05	2	2	1	1	1	1	0.16	1	0.38	0.64	2	1	1	3	2
0.37	1	1	1	0.09	2	1	1	1	1	1	0	2	0.5	0.82	2	2	2	2	1
0.05	2	1	2	0	2	2	1	1	1	1	0.27	1	0.05	0.09	1	2	1	1	1
0.26	1	2	2	0.05	2	1	1	1	1	1	0	1	0.32	0.55	2	1	2	3	2
0.26	1	2	2	0.3	2	2	1	1	1	1	0.41	1	0.42	0.82	1	2	2	2	1
0.69	1	1	2	1	2	2	1	1	2	2	0.29	2	0.32	0.45	1	2	3	1	1
0.26	1	2	2	0.05	2	1	1	1	1	1	0	1	0.32	0.55	2	2	2	3	2
0.26	1	2	2	0.3	2	2	1	1	1	1	0.41	1	0.42	0.82	1	2	2	2	1
0.55	1	2	2	0.37	2	2	1	2	2	2	0.19	2	0.32	0.45	1	1	1	1	1
0.26	1	2	2	0.05	2	1	1	1	1	1	0	1	0.32	0.55	2	1	3	3	2
0.26	1	2	2	0.3	2	2	1	1	1	1	0.41	1	0.42	0.82	1	2	2	2	1
0.47	1	2	2	0.14	2	2	1	2	2	2	0.09	3	0.32	0.45	1	1	2	1	1
0.26	1	2	2	0.05	2	1	1	1	1	1	0	1	0.32	0.55	2	1	3	3	2
0.11	2	1	2	0.09	2	2	1	1	1	1	0.27	1	0.22	0.45	1	2	3	2	1
0.19	1	2	2	0	2	2	1	1	1	1	0.18	1	0.27	0.45	1	2	2	1	1
0.26	1	2	2	0.05	2	1	1	1	1	1	0	1	0.32	0.55	2	1	2	3	2
0.11	2	1	2	0.09	2	2	1	1	1	1	0.27	1	0.22	0.45	1	1	3	2	1
0.65	1	2	2	0.74	2	2	2	2	2	2	0.48	1	0.25	0.18	1	2	2	1	1
0.13	1	2	2	0.07	2	2	2	1	1	2	0.21	1	0.38	0.64	1	1	3	3	2
0.11	2	1	2	0.09	2	2	1	1	1	1	0.27	1	0.22	0.45	1	1	2	2	1
0.06	2	1	2	0.02	2	2	1	1	1	1	0.13	1	0.19	0.45	2	2	2	1	1
0.13	1	2	2	0.07	2	2	2	1	1	2	0.21	1	0.38	0.64	1	2	2	3	2
0.06	2	1	2	0.02	2	1	1	1	1	1	0	1	0.36	0.64	2	2	2	2	1
0.63	1	2	2	0.53	2	2	1	1	1	1	0.16	3	0.06	0.18	1	1	1	1	1
0.13	1	2	2	0.07	2	2	2	1	1	2	0.21	1	0.38	0.64	1	2	4	3	2
0.06	2	1	2	0.02	2	1	1	1	1	1	0	1	0.36	0.64	2	2	2	2	1
0.68	1	2	1	0.93	1	1	1	1	1	1	0	3	0.57	0.45	1	1	2	1	1
0.13	1	2	2	0.07	2	2	2	1	1	2	0.21	1	0.38	0.64	1	2	2	3	2
0.06	2	1	2	0.02	2	1	1	1	1	1	0	1	0.36	0.64	2	1	3	2	1
0.23	1	2	1	0.14	2	2	1	1	1	1	0.8	3	0.07	0.18	2	1	1	1	1
0.13	1	2	2	0.07	2	2	2	1	1	2	0.21	1	0.38	0.64	1	2	1	3	2
0.19	1	1	2	0.19	2	1	1	1	1	1	0	1	0.36	0.64	2	2	2	2	1
0.1	2	1	2	0.02	2	2	1	1	1	1	0.09	1	0.11	0.27	1	2	2	1	1
0.03	1	1	2	0.07	2	2	2	2	1	2	0.15	1	0.19	0.45	1	2	3	3	2
0.19	1	1	2	0.19	2	1	1	1	1	1	0	1	0.36	0.64	2	1	2	2	1
0.35	1	2	1	0.35	2	1	1	2	1	1	0	3	0.32	0.64	1	2	2	1	1
0.03	1	1	2	0.07	2	2	2	2	1	2	0.15	1	0.19	0.45	1	2	2	3	2
0.19	1	1	2	0.19	2	1	1	1	1	1	0	1	0.36	0.64	2	2	3	2	1
0.11	1	1	2	0.05	2	2	1	1	1	1	0.12	3	0.09	0.27	1	1	2	1	1
0.03	1	1	2	0.07	2	2	2	2	1	2	0.15	1	0.19	0.45	1	2	2	3	2
0.16	1	2	1	0.05	2	1	1	1	1	1	0	2	0.57	1	2	1	3	2	1
0.44	1	2	2	0.42	2	2	1	1	1	1	0.27	1	0.19	0.45	1	2	1	1	1
0.03	1	1	2	0.07	2	2	2	2	1	2	0.15	1	0.19	0.45	1	1	3	3	2
0.16	1	2	1	0.05	2	1	1	1	1	1	0	2	0.57	1	2	1	3	2	1
0.27	1	2	1	0.33	2	2	1	2	2	2	0.43	1	0.25	0.18	1	2	2	1	1
0.03	1	1	2	0.07	2	2	2	2	1	2	0.15	1	0.19	0.45	1	2	2	3	2
0.16	1	2	1	0.05	2	1	1	1	1	1	0	2	0.57	1	2	2	2	2	1
0.16	1	2	2	0.16	2	2	1	2	1	2	0.17	1	0.25	0.64	1	1	3	1	1
0.44	1	1	2	0.09	2	2	2	2	2	2	0.29	3	0.44	0.82	1	1	3	3	2
0.15	2	1	1	0.05	2	1	1	2	1	1	0	1	0.19	0.27	2	2	2	2	1
0.06	2	1	2	0.02	2	2	1	2	1	2	0.1	1	0.19	0.45	1	2	2	1	1
0.44	1	1	2	0.09	2	2	2	2	2	2	0.29	3	0.44	0.82	1	2	2	3	2
0.15	2	1	1	0.05	2	1	1	2	1	1	0	1	0.19	0.27	2	1	2	2	1
0.47	1	1	2	0.23	1	2	2	1	1	1	0.17	2	0.25	0.64	1	2	2	1	1
0.44	1	1	2	0.09	2	2	2	2	2	2	0.29	3	0.44	0.82	1	2	2	3	2
0.15	2	1	1	0.05	2	1	1	2	1	1	0	1	0.19	0.27	2	2	2	2	1
0.11	1	1	2	0.02	2	2	1	1	1	1	0.18	1	0.16	0.45	1	2	1	1	1
0.44	1	1	2	0.09	2	2	2	2	2	2	0.29	3	0.44	0.82	1	2	2	3	2
0.05	2	1	2	0	2	2	1	1	1	1	0.28	1	0.27	0.27	2	2	2	2	1
0.15	1	1	2	0.23	2	1	1	1	1	1	0	2	0.19	0.45	1	2	3	1	1
0.44	1	1	2	0.09	2	2	2	2	2	2	0.29	3	0.44	0.82	1	2	2	3	2
0.05	2	1	2	0	2	2	1	1	1	1	0.28	1	0.27	0.27	2	1	3	2	1
0.27	1	2	2	0.07	2	2	1	1	1	1	0.29	1	0.25	0.64	2	2	2	1	1
0.84	1	1	2	0.02	2	1	1	1	1	1	0	3	0.25	0.45	1	2	1	3	2
0.05	2	1	2	0	2	2	1	1	1	1	0.28	1	0.27	0.27	2	2	3	2	1
0.48	1	2	1	0	2	2	1	2	2	2	0.27	3	0.04	0.18	1	2	2	1	1
0.84	1	1	2	0.02	2	1	1	1	1	1	0	3	0.25	0.45	1	2	3	3	2
0.16	1	2	2	0	2	2	1	1	1	1	0.16	1	0.16	0.36	2	1	2	2	1
0.42	1	2	1	0.35	2	2	1	1	1	1	0.27	1	0.17	0.36	1	1	2	1	1
0.84	1	1	2	0.02	2	1	1	1	1	1	0	3	0.25	0.45	1	2	2	3	2
0.16	1	2	2	0	2	2	1	1	1	1	0.16	1	0.16	0.36	2	2	3	2	1
0.61	1	2	2	0	2	1	1	1	1	1	0	2	0.04	0.14	1	1	2	1	1
0.84	1	1	2	0.02	2	1	1	1	1	1	0	3	0.25	0.45	1	2	2	3	2
0.16	1	2	2	0	2	2	1	1	1	1	0.16	1	0.16	0.36	2	2	2	2	1
0.1	2	1	2	0	2	2	1	2	1	2	0.22	2	0.16	0.45	1	2	2	1	1
0.84	1	1	2	0.02	2	1	1	1	1	1	0	3	0.25	0.45	1	1	1	3	2
0.13	1	1	1	0.16	2	2	1	1	1	1	0.06	1	0.24	0.45	2	2	2	2	1
0.34	1	1	1	0.16	2	1	1	2	2	2	0	2	0.16	0.27	1	2	3	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	2	3	3	2
0.13	1	1	1	0.16	2	2	1	1	1	1	0.06	1	0.24	0.45	2	2	2	2	1
0.82	1	1	2	0	2	2	1	1	2	2	0.27	3	0.1	0.09	1	2	3	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	2	1	3	2
0.13	1	1	1	0.16	2	2	1	1	1	1	0.06	1	0.24	0.45	2	2	2	2	1
0.26	1	2	2	0.02	2	2	1	1	1	1	0.06	2	0.1	0.27	2	2	2	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	2	2	3	2
0.37	1	2	3	0	2	2	1	1	1	1	0.11	1	0.07	0.18	1	2	1	2	1
0.23	1	2	2	0.19	2	2	2	2	1	2	0.16	2	0.02	0.09	1	2	2	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	2	3	3	2
0.37	1	2	3	0	2	2	1	1	1	1	0.11	1	0.07	0.18	1	2	2	2	1
0.5	1	2	2	0.47	2	2	2	1	2	2	0.22	1	0.02	0.09	1	1	2	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	2	1	3	2
0.37	1	2	3	0	2	2	1	1	1	1	0.11	1	0.07	0.18	1	2	1	2	1
0.68	1	2	2	0.7	2	2	2	1	2	2	0.59	1	0.19	0.27	1	2	2	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	2	2	3	2
0.39	1	2	2	0.09	2	2	1	1	1	1	0.1	1	0.32	0.64	1	2	2	2	1
0.71	1	2	2	0	2	2	1	1	2	2	0.2	1	0.44	0.64	1	2	2	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	1	1	3	2
0.39	1	2	2	0.09	2	2	1	1	1	1	0.1	1	0.32	0.64	1	1	2	2	1
0.03	2	1	2	0.02	2	2	1	1	1	1	0.21	1	0.1	0.23	2	2	3	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	2	1	3	2
0.39	1	2	2	0.09	2	2	1	1	1	1	0.1	1	0.32	0.64	1	1	2	2	1
0.61	1	2	2	0	2	2	1	1	1	1	0.16	3	0.14	0.45	1	2	2	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	1	2	3	2
0.52	1	2	2	0.7	2	1	1	1	1	1	0	3	0.38	0.82	1	2	2	2	1
0.08	2	1	2	0	2	2	1	1	1	1	0.17	1	0.19	0.45	2	2	2	1	1
0.06	2	1	1	0	2	2	1	2	1	2	0.29	1	0.39	0.64	2	2	3	3	2
0.52	1	2	2	0.7	2	1	1	1	1	1	0	3	0.38	0.82	1	1	2	2	1
0.63	1	1	2	0	2	2	2	1	2	2	0.06	2	0.1	0.27	1	1	1	1	1
0.5	1	2	2	0.42	2	2	1	1	1	1	0.2	1	0.43	0.82	2	2	2	3	2
0.52	1	2	2	0.7	2	1	1	1	1	1	0	3	0.38	0.82	1	2	2	2	1
0.61	1	2	2	0.58	2	2	1	1	1	1	0.27	1	0.16	0.45	1	1	2	1	1
0.5	1	2	2	0.42	2	2	1	1	1	1	0.2	1	0.43	0.82	2	2	3	3	2
0.06	2	1	2	0.02	2	2	1	1	1	1	0.29	1	0.19	0.45	2	2	3	2	1
0.31	1	1	2	0.42	2	2	2	2	2	2	0.81	1	0.38	0.27	1	2	2	1	1
0.5	1	2	2	0.42	2	2	1	1	1	1	0.2	1	0.43	0.82	2	2	3	3	2
0.06	2	1	2	0.02	2	2	1	1	1	1	0.29	1	0.19	0.45	2	2	2	2	1
1	1	1	2	0	2	2	1	1	1	1	0.8	3	0.01	0.09	1	2	2	1	1
0.5	1	2	2	0.42	2	2	1	1	1	1	0.2	1	0.43	0.82	2	2	2	3	2
0.06	2	1	2	0.02	2	2	1	1	1	1	0.29	1	0.19	0.45	2	1	2	2	1
0.1	2	1	2	0.05	2	2	1	1	1	1	0.13	3	0.07	0.09	2	2	1	1	1
0.5	1	2	2	0.42	2	2	1	1	1	1	0.2	1	0.43	0.82	2	2	1	3	2
0.15	1	1	2	0	2	2	1	2	2	2	0.13	2	0.44	1	2	2	2	2	1
0.1	2	1	1	0.02	2	2	1	1	1	1	0.19	3	0.01	0.09	2	2	1	1	1
0.08	1	1	1	0.02	2	2	1	1	1	1	0.12	1	0.32	0.64	2	2	2	3	2
0.15	1	1	2	0	2	2	1	2	2	2	0.13	2	0.44	1	2	2	1	2	1
0.08	2	1	1	0.05	2	2	1	2	1	2	0.28	3	0.07	0.27	1	1	1	1	1
0.08	1	1	1	0.02	2	2	1	1	1	1	0.12	1	0.32	0.64	2	2	2	3	2
0.15	1	1	2	0	2	2	1	2	2	2	0.13	2	0.44	1	2	2	3	2	1
0.42	1	2	2	0.23	2	2	1	1	1	1	0.31	1	0.33	0.45	1	1	1	1	1
0.08	1	1	1	0.02	2	2	1	1	1	1	0.12	1	0.32	0.64	2	2	2	3	2
0.32	1	2	2	0.21	2	1	1	1	1	1	0	1	0.32	0.82	1	2	3	2	1
0.06	2	1	2	0.07	2	2	1	1	1	1	0.29	1	0.07	0.27	1	2	2	1	1
0.08	1	1	1	0.02	2	2	1	1	1	1	0.12	1	0.32	0.64	2	1	2	3	2
0.32	1	2	2	0.21	2	1	1	1	1	1	0	1	0.32	0.82	1	2	1	2	1
0.06	2	1	2	0.05	2	1	2	2	1	2	0	1	0.28	0.64	2	1	4	1	1
0.08	1	1	1	0.02	2	2	1	1	1	1	0.12	1	0.32	0.64	2	2	2	3	2
0.32	1	2	2	0.21	2	1	1	1	1	1	0	1	0.32	0.82	1	1	1	2	1
0.06	1	1	1	0.07	2	2	1	2	1	2	0.16	1	0.07	0.27	1	2	2	1	1
0.05	2	1	2	0	2	1	2	1	1	1	0	1	0.3	0.64	2	2	3	3	2
0.29	1	2	1	0.05	2	2	1	1	1	1	0.21	1	0.75	0.45	1	2	1	2	1
0.6	1	2	3	0	2	2	1	1	1	1	0.17	1	0.07	0.27	1	2	2	1	1
0.05	2	1	2	0	2	1	2	1	1	1	0	1	0.3	0.64	2	2	2	3	2
0.29	1	2	1	0.05	2	2	1	1	1	1	0.21	1	0.75	0.45	1	2	3	2	1
0.82	1	1	2	0	2	2	2	2	2	2	0.29	3	0.01	0.09	1	1	3	1	1
0.05	2	1	2	0	2	1	2	1	1	1	0	1	0.3	0.64	2	2	2	3	2
0.29	1	2	1	0.05	2	2	1	1	1	1	0.21	1	0.75	0.45	1	1	3	2	1
0.66	1	2	2	0.7	2	2	2	2	2	2	0.37	2	0.01	0.09	1	2	3	1	1
0.05	2	1	2	0	2	1	2	1	1	1	0	1	0.3	0.64	2	2	1	3	2
0.42	1	2	1	0.26	2	2	1	1	1	1	0.15	1	0.57	0.64	1	1	1	2	1
0.16	2	1	1	0.05	2	1	1	2	1	1	0	2	0.35	0.64	2	2	2	1	1
0.05	2	1	2	0	2	1	2	1	1	1	0	1	0.3	0.64	2	2	3	3	2
0.42	1	2	1	0.26	2	2	1	1	1	1	0.15	1	0.57	0.64	1	1	3	2	1
0.79	1	1	3	0	2	2	2	1	2	2	0.18	3	0.16	0.45	1	1	2	1	1
0.44	1	2	1	0.23	2	2	1	1	1	1	0.06	1	0.23	0.45	1	2	3	3	2
0.42	1	2	1	0.26	2	2	1	1	1	1	0.15	1	0.57	0.64	1	2	2	2	1
0.68	1	1	2	0.53	2	2	1	1	2	2	0.27	3	0.04	0.09	1	2	1	1	1
0.44	1	2	1	0.23	2	2	1	1	1	1	0.06	1	0.23	0.45	1	1	2	3	2
0.48	1	1	2	0.05	2	2	1	1	1	1	0.06	1	0.18	0.45	1	2	2	2	1
0.82	1	2	3	0	2	1	1	1	1	1	0	3	0.01	0.09	1	2	2	1	1
0.44	1	2	1	0.23	2	2	1	1	1	1	0.06	1	0.23	0.45	1	1	1	3	2
0.48	1	1	2	0.05	2	2	1	1	1	1	0.06	1	0.18	0.45	1	1	2	2	1
0.15	2	1	1	0	2	2	1	1	1	1	0.21	1	0.32	0.64	2	2	1	1	1
0.44	1	2	1	0.23	2	2	1	1	1	1	0.06	1	0.23	0.45	1	1	2	3	2
0.48	1	1	2	0.05	2	2	1	1	1	1	0.06	1	0.18	0.45	1	2	2	2	1
0.26	1	2	1	0.35	2	2	1	2	1	2	0.27	1	0.22	0.64	1	1	2	1	1
0.44	1	2	1	0.23	2	2	1	1	1	1	0.06	1	0.23	0.45	1	1	2	3	2
0.23	1	2	1	0.05	2	2	1	2	1	2	0.07	3	0.1	0.18	1	1	2	2	1
0.06	2	1	2	0	2	2	1	2	1	2	0.29	1	0.19	0.27	2	2	2	1	1
